2026-09-25 18:46:15 | INFO | developement_utilities.log_creation.create_event_log_from_xes | ***Log imported***
2026-09-25 18:49:39 | INFO | src.concurrency_miner | Found activity_concurrent split, Partitions: [{'A_DECLINED'}, {'W_Nabellen incomplete dossiers', 'O_CANCELLED', 'W_Valideren aanvraag', 'A_PREACCEPTED', 'O_DECLINED', 'O_SENT', 'A_ACTIVATED', 'W_Beoordelen fraude', 'W_Afhandelen leads', 'O_ACCEPTED', 'A_FINALIZED', 'A_REGISTERED', 'O_SELECTED', 'A_ACCEPTED', 'A_APPROVED', 'O_SENT_BACK', 'W_Nabellen offertes', 'A_CANCELLED', 'O_CREATED', 'W_Completeren aanvraag'}]
2026-09-25 18:49:43 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 18:49:43 | INFO | src.concurrency_miner | ----activities in the log: {'A_DECLINED', 'tau'}
2026-09-25 18:49:43 | INFO | src.concurrency_miner | Found Exclusive Choice split, Partitions: [{'A_DECLINED'}, {'tau'}]
2026-09-25 18:49:43 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 18:49:43 | INFO | src.concurrency_miner | ----activities in the log: {'A_DECLINED'}
2026-09-25 18:49:43 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 18:49:43 | INFO | src.concurrency_miner | ----activities in the log: {'tau'}
2026-09-25 18:49:43 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 18:49:47 | INFO | src.concurrency_miner | ----activities in the log: {'W_Valideren aanvraag', 'A_PREACCEPTED', 'O_DECLINED', 'O_SENT', 'tau', 'A_ACTIVATED', 'W_Beoordelen fraude', 'A_REGISTERED', 'O_SELECTED', 'A_ACCEPTED', 'A_APPROVED', 'O_SENT_BACK', 'A_CANCELLED', 'O_CREATED', 'W_Completeren aanvraag', 'W_Nabellen incomplete dossiers', 'O_CANCELLED', 'W_Afhandelen leads', 'A_FINALIZED', 'W_Nabellen offertes', 'O_ACCEPTED'}
2026-09-25 18:49:47 | INFO | src.concurrency_miner | Found Exclusive Choice split, Partitions: [{'tau'}, {'W_Nabellen incomplete dossiers', 'O_CANCELLED', 'W_Valideren aanvraag', 'A_PREACCEPTED', 'O_DECLINED', 'O_SENT', 'W_Beoordelen fraude', 'A_ACTIVATED', 'W_Afhandelen leads', 'O_ACCEPTED', 'A_FINALIZED', 'A_REGISTERED', 'O_SELECTED', 'A_ACCEPTED', 'A_APPROVED', 'O_SENT_BACK', 'W_Nabellen offertes', 'A_CANCELLED', 'O_CREATED', 'W_Completeren aanvraag'}]
2026-09-25 18:49:47 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 18:49:47 | INFO | src.concurrency_miner | ----activities in the log: {'tau'}
2026-09-25 18:49:47 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 18:49:50 | INFO | src.concurrency_miner | ----activities in the log: {'W_Valideren aanvraag', 'A_PREACCEPTED', 'O_DECLINED', 'O_SENT', 'A_ACTIVATED', 'W_Beoordelen fraude', 'A_REGISTERED', 'O_SELECTED', 'A_ACCEPTED', 'A_APPROVED', 'O_SENT_BACK', 'A_CANCELLED', 'O_CREATED', 'W_Completeren aanvraag', 'W_Nabellen incomplete dossiers', 'O_CANCELLED', 'W_Afhandelen leads', 'A_FINALIZED', 'W_Nabellen offertes', 'O_ACCEPTED'}
2026-09-25 18:49:52 | INFO | infrequent_concurrency_miner | ***Starting Infrequent Concurrency Miner***
2026-09-25 18:49:56 | INFO | infrequent_concurrency_miner | Found FILTERED Sequence split, Partitions: [{'W_Afhandelen leads', 'A_PREACCEPTED'}, {'W_Nabellen incomplete dossiers', 'A_FINALIZED', 'A_REGISTERED', 'O_CANCELLED', 'A_ACCEPTED', 'W_Valideren aanvraag', 'O_SELECTED', 'O_DECLINED', 'O_SENT_BACK', 'A_APPROVED', 'W_Nabellen offertes', 'A_ACTIVATED', 'O_SENT', 'W_Beoordelen fraude', 'A_CANCELLED', 'O_ACCEPTED', 'W_Completeren aanvraag', 'O_CREATED'}]
2026-09-25 18:50:00 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 18:50:01 | INFO | src.concurrency_miner | ----activities in the log: {'tau', 'W_Afhandelen leads', 'A_PREACCEPTED'}
2026-09-25 18:50:01 | INFO | src.concurrency_miner | Found Exclusive Choice split, Partitions: [{'tau'}, {'W_Afhandelen leads', 'A_PREACCEPTED'}]
2026-09-25 18:50:01 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 18:50:01 | INFO | src.concurrency_miner | ----activities in the log: {'tau'}
2026-09-25 18:50:01 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 18:50:01 | INFO | src.concurrency_miner | ----activities in the log: {'W_Afhandelen leads', 'A_PREACCEPTED'}
2026-09-25 18:50:01 | INFO | infrequent_concurrency_miner | ***Starting Infrequent Concurrency Miner***
2026-09-25 18:50:01 | INFO | infrequent_concurrency_miner | Found FILTERED Parallel split, Partitions: [{'W_Afhandelen leads'}, {'A_PREACCEPTED'}]
2026-09-25 18:50:01 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 18:50:03 | INFO | src.concurrency_miner | ----activities in the log: {'W_Afhandelen leads', 'tau'}
2026-09-25 18:50:03 | INFO | src.concurrency_miner | Found Exclusive Choice split, Partitions: [{'W_Afhandelen leads'}, {'tau'}]
2026-09-25 18:50:03 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 18:50:03 | INFO | src.concurrency_miner | ----activities in the log: {'W_Afhandelen leads'}
2026-09-25 18:50:03 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 18:50:04 | INFO | src.concurrency_miner | ----activities in the log: {'tau'}
2026-09-25 18:50:04 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 18:50:04 | INFO | src.concurrency_miner | ----activities in the log: {'tau', 'A_PREACCEPTED'}
2026-09-25 18:50:04 | INFO | src.concurrency_miner | Found Exclusive Choice split, Partitions: [{'tau'}, {'A_PREACCEPTED'}]
2026-09-25 18:50:04 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 18:50:04 | INFO | src.concurrency_miner | ----activities in the log: {'tau'}
2026-09-25 18:50:04 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 18:50:04 | INFO | src.concurrency_miner | ----activities in the log: {'A_PREACCEPTED'}
2026-09-25 18:50:04 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 18:50:07 | INFO | src.concurrency_miner | ----activities in the log: {'W_Nabellen incomplete dossiers', 'O_CANCELLED', 'W_Valideren aanvraag', 'O_DECLINED', 'O_SENT', 'tau', 'A_ACTIVATED', 'W_Beoordelen fraude', 'O_CREATED', 'A_FINALIZED', 'A_REGISTERED', 'O_SELECTED', 'A_ACCEPTED', 'A_APPROVED', 'W_Nabellen offertes', 'O_SENT_BACK', 'A_CANCELLED', 'O_ACCEPTED', 'W_Completeren aanvraag'}
2026-09-25 18:50:07 | INFO | src.concurrency_miner | Found Exclusive Choice split, Partitions: [{'tau'}, {'W_Nabellen incomplete dossiers', 'A_FINALIZED', 'W_Beoordelen fraude', 'O_CANCELLED', 'A_REGISTERED', 'O_SELECTED', 'W_Valideren aanvraag', 'A_ACCEPTED', 'O_DECLINED', 'A_APPROVED', 'W_Nabellen offertes', 'O_SENT_BACK', 'O_SENT', 'O_ACCEPTED', 'A_ACTIVATED', 'A_CANCELLED', 'O_CREATED', 'W_Completeren aanvraag'}]
2026-09-25 18:50:07 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 18:50:07 | INFO | src.concurrency_miner | ----activities in the log: {'tau'}
2026-09-25 18:50:07 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 18:50:10 | INFO | src.concurrency_miner | ----activities in the log: {'W_Nabellen incomplete dossiers', 'O_CANCELLED', 'W_Valideren aanvraag', 'O_DECLINED', 'O_SENT', 'A_ACTIVATED', 'W_Beoordelen fraude', 'O_CREATED', 'A_FINALIZED', 'A_REGISTERED', 'O_SELECTED', 'A_ACCEPTED', 'A_APPROVED', 'W_Nabellen offertes', 'O_SENT_BACK', 'A_CANCELLED', 'O_ACCEPTED', 'W_Completeren aanvraag'}
2026-09-25 18:50:12 | INFO | infrequent_concurrency_miner | ***Starting Infrequent Concurrency Miner***
2026-09-25 18:50:16 | INFO | src.concurrency_miner | ***Starting Fall Through***
2026-09-25 18:51:10 | INFO | src.concurrency_miner | Found activity_concurrent split, Partitions: [{'W_Beoordelen fraude'}, {'W_Nabellen incomplete dossiers', 'O_CANCELLED', 'W_Valideren aanvraag', 'O_DECLINED', 'O_SENT', 'A_ACTIVATED', 'O_CREATED', 'A_FINALIZED', 'A_REGISTERED', 'O_SELECTED', 'A_ACCEPTED', 'A_APPROVED', 'W_Nabellen offertes', 'O_SENT_BACK', 'A_CANCELLED', 'O_ACCEPTED', 'W_Completeren aanvraag'}]
2026-09-25 18:51:14 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 18:51:14 | INFO | src.concurrency_miner | ----activities in the log: {'tau', 'W_Beoordelen fraude'}
2026-09-25 18:51:14 | INFO | src.concurrency_miner | Found Exclusive Choice split, Partitions: [{'tau'}, {'W_Beoordelen fraude'}]
2026-09-25 18:51:14 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 18:51:14 | INFO | src.concurrency_miner | ----activities in the log: {'tau'}
2026-09-25 18:51:14 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 18:51:14 | INFO | src.concurrency_miner | ----activities in the log: {'W_Beoordelen fraude'}
2026-09-25 18:51:14 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 18:51:17 | INFO | src.concurrency_miner | ----activities in the log: {'W_Nabellen incomplete dossiers', 'O_CANCELLED', 'W_Valideren aanvraag', 'O_DECLINED', 'O_SENT', 'tau', 'A_ACTIVATED', 'O_CREATED', 'A_FINALIZED', 'A_REGISTERED', 'O_SELECTED', 'A_ACCEPTED', 'A_APPROVED', 'W_Nabellen offertes', 'O_SENT_BACK', 'A_CANCELLED', 'O_ACCEPTED', 'W_Completeren aanvraag'}
2026-09-25 18:51:17 | INFO | src.concurrency_miner | Found Exclusive Choice split, Partitions: [{'tau'}, {'W_Nabellen incomplete dossiers', 'A_FINALIZED', 'O_CANCELLED', 'A_REGISTERED', 'O_SELECTED', 'W_Valideren aanvraag', 'A_ACCEPTED', 'O_DECLINED', 'A_APPROVED', 'W_Nabellen offertes', 'O_SENT_BACK', 'O_SENT', 'O_ACCEPTED', 'A_ACTIVATED', 'A_CANCELLED', 'O_CREATED', 'W_Completeren aanvraag'}]
2026-09-25 18:51:17 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 18:51:17 | INFO | src.concurrency_miner | ----activities in the log: {'tau'}
2026-09-25 18:51:17 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 18:51:20 | INFO | src.concurrency_miner | ----activities in the log: {'W_Nabellen incomplete dossiers', 'O_CANCELLED', 'W_Valideren aanvraag', 'O_DECLINED', 'O_SENT', 'A_ACTIVATED', 'O_CREATED', 'A_FINALIZED', 'A_REGISTERED', 'O_SELECTED', 'A_ACCEPTED', 'A_APPROVED', 'W_Nabellen offertes', 'O_SENT_BACK', 'A_CANCELLED', 'O_ACCEPTED', 'W_Completeren aanvraag'}
2026-09-25 18:51:22 | INFO | infrequent_concurrency_miner | ***Starting Infrequent Concurrency Miner***
2026-09-25 18:51:26 | INFO | src.concurrency_miner | ***Starting Fall Through***
2026-09-25 18:53:17 | INFO | src.concurrency_miner | Found activity_concurrent split, Partitions: [{'A_CANCELLED'}, {'W_Nabellen incomplete dossiers', 'O_CANCELLED', 'W_Valideren aanvraag', 'O_DECLINED', 'O_SENT', 'A_ACTIVATED', 'O_CREATED', 'A_FINALIZED', 'A_REGISTERED', 'O_SELECTED', 'A_ACCEPTED', 'A_APPROVED', 'W_Nabellen offertes', 'O_SENT_BACK', 'O_ACCEPTED', 'W_Completeren aanvraag'}]
2026-09-25 18:53:21 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 18:53:21 | INFO | src.concurrency_miner | ----activities in the log: {'A_CANCELLED', 'tau'}
2026-09-25 18:53:21 | INFO | src.concurrency_miner | Found Exclusive Choice split, Partitions: [{'A_CANCELLED'}, {'tau'}]
2026-09-25 18:53:21 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 18:53:21 | INFO | src.concurrency_miner | ----activities in the log: {'A_CANCELLED'}
2026-09-25 18:53:21 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 18:53:21 | INFO | src.concurrency_miner | ----activities in the log: {'tau'}
2026-09-25 18:53:21 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 18:53:24 | INFO | src.concurrency_miner | ----activities in the log: {'W_Nabellen incomplete dossiers', 'O_CANCELLED', 'W_Valideren aanvraag', 'O_DECLINED', 'O_SENT', 'tau', 'A_ACTIVATED', 'O_CREATED', 'A_FINALIZED', 'A_REGISTERED', 'O_SELECTED', 'A_ACCEPTED', 'A_APPROVED', 'W_Nabellen offertes', 'O_SENT_BACK', 'O_ACCEPTED', 'W_Completeren aanvraag'}
2026-09-25 18:53:24 | INFO | src.concurrency_miner | Found Exclusive Choice split, Partitions: [{'tau'}, {'W_Nabellen incomplete dossiers', 'A_FINALIZED', 'O_CANCELLED', 'A_REGISTERED', 'O_SELECTED', 'W_Valideren aanvraag', 'A_ACCEPTED', 'O_DECLINED', 'A_APPROVED', 'W_Nabellen offertes', 'O_SENT_BACK', 'O_SENT', 'O_ACCEPTED', 'A_ACTIVATED', 'O_CREATED', 'W_Completeren aanvraag'}]
2026-09-25 18:53:24 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 18:53:24 | INFO | src.concurrency_miner | ----activities in the log: {'tau'}
2026-09-25 18:53:24 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 18:53:28 | INFO | src.concurrency_miner | ----activities in the log: {'W_Nabellen incomplete dossiers', 'O_CANCELLED', 'W_Valideren aanvraag', 'O_DECLINED', 'O_SENT', 'A_ACTIVATED', 'O_CREATED', 'A_FINALIZED', 'A_REGISTERED', 'O_SELECTED', 'A_ACCEPTED', 'A_APPROVED', 'W_Nabellen offertes', 'O_SENT_BACK', 'O_ACCEPTED', 'W_Completeren aanvraag'}
2026-09-25 18:53:29 | INFO | infrequent_concurrency_miner | ***Starting Infrequent Concurrency Miner***
2026-09-25 18:53:32 | INFO | infrequent_concurrency_miner | Found FILTERED Sequence split, Partitions: [{'A_FINALIZED', 'O_CANCELLED', 'A_ACCEPTED', 'O_SELECTED', 'W_Nabellen offertes', 'O_SENT_BACK', 'O_SENT', 'O_CREATED', 'W_Completeren aanvraag'}, {'O_DECLINED', 'A_APPROVED', 'W_Nabellen incomplete dossiers', 'A_ACTIVATED', 'A_REGISTERED', 'O_ACCEPTED', 'W_Valideren aanvraag'}]
2026-09-25 18:53:35 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 18:53:36 | INFO | src.concurrency_miner | ----activities in the log: {'A_FINALIZED', 'O_CANCELLED', 'O_SELECTED', 'A_ACCEPTED', 'W_Nabellen offertes', 'O_SENT_BACK', 'O_SENT', 'O_CREATED', 'W_Completeren aanvraag'}
2026-09-25 18:53:37 | INFO | infrequent_concurrency_miner | ***Starting Infrequent Concurrency Miner***
2026-09-25 18:53:39 | INFO | src.concurrency_miner | ***Starting Fall Through***
2026-09-25 18:53:39 | INFO | src.concurrency_miner | Found activities_once_per_trace split, Partitions: [{'W_Completeren aanvraag'}, {'A_FINALIZED', 'O_CANCELLED', 'O_SELECTED', 'A_ACCEPTED', 'W_Nabellen offertes', 'O_SENT_BACK', 'O_SENT', 'O_CREATED'}]
2026-09-25 18:53:40 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 18:53:41 | INFO | src.concurrency_miner | ----activities in the log: {'W_Completeren aanvraag'}
2026-09-25 18:53:41 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 18:53:42 | INFO | src.concurrency_miner | ----activities in the log: {'A_FINALIZED', 'O_CANCELLED', 'A_ACCEPTED', 'O_SELECTED', 'W_Nabellen offertes', 'O_SENT_BACK', 'O_SENT', 'tau', 'O_CREATED'}
2026-09-25 18:53:42 | INFO | src.concurrency_miner | Found Exclusive Choice split, Partitions: [{'tau'}, {'W_Nabellen offertes', 'O_SENT_BACK', 'O_SENT', 'A_ACCEPTED', 'O_CANCELLED', 'O_CREATED', 'O_SELECTED', 'A_FINALIZED'}]
2026-09-25 18:53:42 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 18:53:42 | INFO | src.concurrency_miner | ----activities in the log: {'tau'}
2026-09-25 18:53:42 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 18:53:43 | INFO | src.concurrency_miner | ----activities in the log: {'A_FINALIZED', 'O_CANCELLED', 'A_ACCEPTED', 'O_SELECTED', 'W_Nabellen offertes', 'O_SENT_BACK', 'O_SENT', 'O_CREATED'}
2026-09-25 18:53:43 | INFO | src.concurrency_miner | Found Sequence split, Partitions: [{'A_ACCEPTED'}, {'W_Nabellen offertes', 'O_SENT_BACK', 'O_SENT', 'A_FINALIZED', 'O_CANCELLED', 'O_CREATED', 'O_SELECTED'}]
2026-09-25 18:53:46 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 18:53:46 | INFO | src.concurrency_miner | ----activities in the log: {'A_ACCEPTED'}
2026-09-25 18:53:46 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 18:53:47 | INFO | src.concurrency_miner | ----activities in the log: {'A_FINALIZED', 'O_CANCELLED', 'O_SELECTED', 'W_Nabellen offertes', 'O_SENT_BACK', 'O_SENT', 'tau', 'O_CREATED'}
2026-09-25 18:53:47 | INFO | src.concurrency_miner | Found Exclusive Choice split, Partitions: [{'tau'}, {'W_Nabellen offertes', 'O_SENT_BACK', 'O_SENT', 'A_FINALIZED', 'O_CANCELLED', 'O_CREATED', 'O_SELECTED'}]
2026-09-25 18:53:47 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 18:53:47 | INFO | src.concurrency_miner | ----activities in the log: {'tau'}
2026-09-25 18:53:47 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 18:53:49 | INFO | src.concurrency_miner | ----activities in the log: {'A_FINALIZED', 'O_CANCELLED', 'O_SELECTED', 'W_Nabellen offertes', 'O_SENT_BACK', 'O_SENT', 'O_CREATED'}
2026-09-25 18:53:49 | INFO | infrequent_concurrency_miner | ***Starting Infrequent Concurrency Miner***
2026-09-25 18:53:50 | INFO | src.concurrency_miner | ***Starting Fall Through***
2026-09-25 18:53:50 | INFO | src.concurrency_miner | Found activities_once_per_trace split, Partitions: [{'O_CREATED'}, {'W_Nabellen offertes', 'O_SENT_BACK', 'O_SENT', 'A_FINALIZED', 'O_CANCELLED', 'O_SELECTED'}]
2026-09-25 18:53:51 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 18:53:51 | INFO | src.concurrency_miner | ----activities in the log: {'O_CREATED'}
2026-09-25 18:53:51 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 18:53:52 | INFO | src.concurrency_miner | ----activities in the log: {'A_FINALIZED', 'O_CANCELLED', 'O_SELECTED', 'W_Nabellen offertes', 'O_SENT_BACK', 'O_SENT'}
2026-09-25 18:53:52 | INFO | infrequent_concurrency_miner | ***Starting Infrequent Concurrency Miner***
2026-09-25 18:53:53 | INFO | src.concurrency_miner | ***Starting Fall Through***
2026-09-25 18:53:53 | INFO | src.concurrency_miner | Found activities_once_per_trace split, Partitions: [{'O_SENT'}, {'W_Nabellen offertes', 'O_SENT_BACK', 'A_FINALIZED', 'O_CANCELLED', 'O_SELECTED'}]
2026-09-25 18:53:53 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 18:53:53 | INFO | src.concurrency_miner | ----activities in the log: {'O_SENT'}
2026-09-25 18:53:53 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 18:53:54 | INFO | src.concurrency_miner | ----activities in the log: {'A_FINALIZED', 'O_CANCELLED', 'O_SELECTED', 'W_Nabellen offertes', 'O_SENT_BACK'}
2026-09-25 18:53:54 | INFO | infrequent_concurrency_miner | ***Starting Infrequent Concurrency Miner***
2026-09-25 18:53:55 | INFO | src.concurrency_miner | ***Starting Fall Through***
2026-09-25 18:53:55 | INFO | src.concurrency_miner | Found activities_once_per_trace split, Partitions: [{'O_SELECTED'}, {'W_Nabellen offertes', 'O_SENT_BACK', 'O_CANCELLED', 'A_FINALIZED'}]
2026-09-25 18:53:55 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 18:53:56 | INFO | src.concurrency_miner | ----activities in the log: {'O_SELECTED'}
2026-09-25 18:53:56 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 18:53:56 | INFO | src.concurrency_miner | ----activities in the log: {'W_Nabellen offertes', 'O_SENT_BACK', 'A_FINALIZED', 'O_CANCELLED'}
2026-09-25 18:53:56 | INFO | src.concurrency_miner | Found Sequence split, Partitions: [{'A_FINALIZED'}, {'W_Nabellen offertes', 'O_SENT_BACK', 'O_CANCELLED'}]
2026-09-25 18:53:56 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 18:53:57 | INFO | src.concurrency_miner | ----activities in the log: {'A_FINALIZED'}
2026-09-25 18:53:57 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 18:53:57 | INFO | src.concurrency_miner | ----activities in the log: {'W_Nabellen offertes', 'O_SENT_BACK', 'tau', 'O_CANCELLED'}
2026-09-25 18:53:57 | INFO | src.concurrency_miner | Found Exclusive Choice split, Partitions: [{'tau'}, {'W_Nabellen offertes', 'O_SENT_BACK', 'O_CANCELLED'}]
2026-09-25 18:53:57 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 18:53:57 | INFO | src.concurrency_miner | ----activities in the log: {'tau'}
2026-09-25 18:53:57 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 18:53:58 | INFO | src.concurrency_miner | ----activities in the log: {'W_Nabellen offertes', 'O_SENT_BACK', 'O_CANCELLED'}
2026-09-25 18:53:58 | INFO | src.concurrency_miner | Found Concurrent split, Partitions: [{'W_Nabellen offertes'}, {'O_SENT_BACK', 'O_CANCELLED'}]
2026-09-25 18:53:58 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 18:53:58 | INFO | src.concurrency_miner | ----activities in the log: {'W_Nabellen offertes'}
2026-09-25 18:53:58 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 18:53:58 | INFO | src.concurrency_miner | ----activities in the log: {'O_SENT_BACK', 'tau', 'O_CANCELLED'}
2026-09-25 18:53:58 | INFO | src.concurrency_miner | Found Exclusive Choice split, Partitions: [{'tau'}, {'O_SENT_BACK', 'O_CANCELLED'}]
2026-09-25 18:53:58 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 18:53:58 | INFO | src.concurrency_miner | ----activities in the log: {'tau'}
2026-09-25 18:53:58 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 18:53:58 | INFO | src.concurrency_miner | ----activities in the log: {'O_SENT_BACK', 'O_CANCELLED'}
2026-09-25 18:53:58 | INFO | infrequent_concurrency_miner | ***Starting Infrequent Concurrency Miner***
2026-09-25 18:53:59 | INFO | src.concurrency_miner | ***Starting Fall Through***
2026-09-25 18:53:59 | INFO | src.concurrency_miner | Found activity_concurrent split, Partitions: [{'O_SENT_BACK'}, {'O_CANCELLED'}]
2026-09-25 18:53:59 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 18:53:59 | INFO | src.concurrency_miner | ----activities in the log: {'O_SENT_BACK', 'tau'}
2026-09-25 18:53:59 | INFO | src.concurrency_miner | Found Exclusive Choice split, Partitions: [{'O_SENT_BACK'}, {'tau'}]
2026-09-25 18:53:59 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
2026-09-25 18:53:59 | INFO | src.concurrency_miner | ----activities in the log: {'O_SENT_BACK'}
2026-09-25 18:53:59 | INFO | src.concurrency_miner | ---***Starting Concurrency Miner***
